"id_analyse","nom_analyse","nom_prenom","nageur_sexe","competition_nom","mois_annee","distance_course","style_nage","round","temps_final","temps_reaction","temps_vol","temps_depart","DISTANCE_FIN_COULEE","LONGUEUR","TEMPS_FIN_COULEE","TEMPS_DE_PASSAGE"
"1291054","50 Dos Series CHPTS DU CANADA 2015",GARASYMOVYTCH Oleg,m,CHPTS DU CANADA 2015,"2015-08","50",Dos,Series,26.82,0.65,0.85,1.5,"14.75","0","7.17","26.82"
"1291055","50 Dos Series CHPTS DU CANADA 2015",ROCH Nans,m,CHPTS DU CANADA 2015,"2015-08","50",Dos,Series,27.0,0.65,0.77,1.42,"15","0","7.01","27"
"1291056","100 Nage Libre Series CHPTS DU CANADA 2015",MAHIEU Pauline,f,CHPTS DU CANADA 2015,"2015-08","100",Nage Libre,Series,60.83,0.7,1.02,1.72,"11.53;57.07","0;50","5.58;31.7","28.16;60.83"
"1291057","400 4 Nages Series CHPTS DU CANADA 2015",LAURE Guillaume,m,CHPTS DU CANADA 2015,"2015-08","400","4 Nages",Series,269.79,0.7,1.02,1.72,"12.24;59.46;107.29;156.98;208.11;258.34;305.95;356.27","0;50;100;150;200;250;300;350","5.5;33.78;65.14;99.3;136.38;174.06;209.46;241.22","27.69;60.28;95.51;130.58;168.31;205.94;238.02;269.79"
"1291059","400 4 Nages Series CHPTS DU CANADA 2015",WISHAUPT Camille,f,CHPTS DU CANADA 2015,"2015-08","400","4 Nages",Series,306.44,0.7,1.06,1.76,"10.86;56.52;106.39;156.35;207.4;257.07;305;355.64","0;50;100;150;200;250;300;350","5.46;34.22;69.02;108.26;148.94;195.42;241.58;275.58","30.04;64.63;104.59;143.22;189.88;238.19;272.86;306.44"
"129106","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",MELENNEC Alex,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,112.98,0.64,1.05,1.69,"12.43;56.86;106.57;156.06","0;50;100;150","5.28;28.88;57.47;86.6","25.9;54.62;84.03;112.98"
"1291060","100 Nage Libre Series CHPTS DU CANADA 2015",GARZOTTO Guillaume,m,CHPTS DU CANADA 2015,"2015-08","100",Nage Libre,Series,52.54,0.7,1.06,1.76,"11.99;56.52","0;50","5.42;28.66","25.67;52.54"
"1291061","100 Nage Libre Series CHPTS DU CANADA 2015",CADIAT Maxime,m,CHPTS DU CANADA 2015,"2015-08","100",Nage Libre,Series,52.15,0.7,1.06,1.76,"9.71;57.07","0;50","4.26;28.26","25.01;52.15"
"1291063","100 Brasse Finale CHPTS DU CANADA 2015",CALLAIS Quentin,m,CHPTS DU CANADA 2015,"2015-08","100",Brasse,Finale,64.44,0.7,1.06,1.76,"10.71;59.13","0;50","5.3;36.34","30.47;64.44"
"1291064","50 Dos Finale CHPTS DU CANADA 2015",MAHIEU Pauline,f,CHPTS DU CANADA 2015,"2015-08","50",Dos,Finale,29.55,0.65,0.77,1.42,"12.68","0","6.57","29.55"
"1291065","400 4 Nages Finale CHPTS DU CANADA 2015",LAURE Guillaume,m,CHPTS DU CANADA 2015,"2015-08","400","4 Nages",Finale,265.88,0.7,1.02,1.72,"12.46;57.9;107.66;156.44;208.77;257.31;305.73;355","0;50;100;150;200;250;300;350","5.7;33.26;65.98;100.02;137.62;173.66;208.74;238.34","28.08;61;96.32;131.76;168.46;205.53;235.98;265.88"
"1291068","400 Nage Libre Series CHPTS DU CANADA 2015",D'ORIANO Nicolas,m,CHPTS DU CANADA 2015,"2015-08","400",Nage Libre,Series,240.8,0.7,1.06,1.76,"10.25;56.65;105.6;156.04;205.72;256.09;305.83;356.24","0;50;100;150;200;250;300;350","4.66;30.62;59.9;89.9;120.02;150.54;181.42;212.98","27.53;57.23;87.07;117.33;147.63;178.61;209.93;240.8"
"129107","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",TAUNAIS Maxime,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,112.51,0.71,1.02,1.73,"15;55.91;106;155.95","0;50;100;150","6.43;28.99;57.9;86.69","26.67;55.48;84.37;112.51"
"1291070","100 Papillon Series CHPTS DU CANADA 2015",ROCH Nans,m,CHPTS DU CANADA 2015,"2015-08","100",Papillon,Series,54.08,0.7,1.1,1.8,"14.21;63.48","0;50","5.78;32.7","25.08;54.08"
"1291071","100 Papillon Series CHPTS DU CANADA 2015",MARSAU Matthias,m,CHPTS DU CANADA 2015,"2015-08","100",Papillon,Series,55.98,0.7,1.02,1.72,"12.01;58.14","0;50","5.62;31.38","26.31;55.98"
"1291074","200 Dos Series CHPTS DU CANADA 2015",MATHIEU Geoffroy,m,CHPTS DU CANADA 2015,"2015-08","200",Dos,Series,125.34,0.65,0.81,1.46,"15;59.4;110.57;160.33","0;50;100;150","7.29;35.09;68.13;100.33","29.73;62.34;94.46;125.34"
"1291076","50 Brasse Series CHPTS DU CANADA 2015",CALLAIS Quentin,m,CHPTS DU CANADA 2015,"2015-08","50",Brasse,Series,30.16,0.7,1.06,1.76,"10.8","0","5.34","30.16"
"1291077","400 Nage Libre Finale CHPTS DU CANADA 2015",MARCHAL Lea,f,CHPTS DU CANADA 2015,"2015-08","400",Nage Libre,Finale,258.31,0.7,1.02,1.72,"7.29;54.3;104.36;153.97;204.06;253.88;303.84;354.12","0;50;100;150;200;250;300;350","3.9;32.54;65.1;97.78;131.02;163.7;196.62;229.22","30.33;62.91;95.63;128.94;161.49;194.64;226.98;258.31"
"1291078","400 Nage Libre Finale CHPTS DU CANADA 2015",D'ORIANO Nicolas,m,CHPTS DU CANADA 2015,"2015-08","400",Nage Libre,Finale,241.91,0.7,1.06,1.76,"12.14;57.24;105.72;156.68;205.82;256.57;305.57;356.05","0;50;100;150;200;250;300;350","5.26;30.58;59.98;90.5;121.42;152.86;183.54;214.94","27.27;57.24;87.5;118.67;149.9;181.11;212.08;241.91"
"129108","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",COIFFARD Florian,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,112.1,0.62,0.93,1.55,"13.4;56.86;106.7;156.75","0;50;100;150","5.6;28.66;57.25;86.07","25.85;54.36;83.2;112.1"
"1291080","100 Papillon Finale CHPTS DU CANADA 2015",ROCH Nans,m,CHPTS DU CANADA 2015,"2015-08","100",Papillon,Finale,54.31,0.7,1.02,1.72,"15.15;64.32","0;50","6.14;33.58","25.7;54.31"
"1291081","200 Dos Finale CHPTS DU CANADA 2015",GARASYMOVYTCH Oleg,m,CHPTS DU CANADA 2015,"2015-08","200",Dos,Finale,121.71,0.65,0.85,1.5,"14.67;58.23;108.24;157.55","0;50;100;150","7.13;32.93;63.85;94.53","28.6;59.71;90.52;121.71"
"1291082","200 Dos Finale CHPTS DU CANADA 2015",MATHIEU Geoffroy,m,CHPTS DU CANADA 2015,"2015-08","200",Dos,Finale,124.35,0.7,0.94,1.64,"13.54;60.15;110.07;159.06","0;50;100;150","6.7;35.26;66.82;98.06","29.7;61.27;93.19;124.35"
"1291083","200 Papillon Series CHPTS DU CANADA 2015",WISHAUPT Camille,f,CHPTS DU CANADA 2015,"2015-08","200",Papillon,Series,137.38,0.7,0.98,1.68,"10.71;56.17;106.96;155.68","0;50;100;150","5.26;34.14;68.94;104.26","29.95;64.64;100.14;137.38"
"1291084","200 Papillon Series CHPTS DU CANADA 2015",ROCH Nans,m,CHPTS DU CANADA 2015,"2015-08","200",Papillon,Series,125.41,0.7,1.02,1.72,"14.35;59.87;110.48;160.92","0;50;100;150","6.22;33.02;65.14;98.62","26.91;58.66;91.59;125.41"
"1291085","200 Papillon Series CHPTS DU CANADA 2015",MARSAU Matthias,m,CHPTS DU CANADA 2015,"2015-08","200",Papillon,Series,122.29,0.7,1.02,1.72,"13.31;58.24;107.73;157.52","0;50;100;150","5.98;32.58;63.58;95.26","27.39;58.75;90.43;122.29"
"1291086","50 Nage Libre Series CHPTS DU CANADA 2015",MAHIEU Pauline,f,CHPTS DU CANADA 2015,"2015-08","50",Nage Libre,Series,27.35,0.7,1.02,1.72,"11.59","0","5.58","27.35"
"1291088","50 Nage Libre Series CHPTS DU CANADA 2015",CADIAT Maxime,m,CHPTS DU CANADA 2015,"2015-08","50",Nage Libre,Series,23.96,0.7,1.02,1.72,"10.26","0","4.42","23.96"
"1291089","200 4 Nages Series CHPTS DU CANADA 2015",LAURE Guillaume,m,CHPTS DU CANADA 2015,"2015-08","200","4 Nages",Series,125.78,0.7,0.94,1.64,"12.42;59.59;108.82;155.45","0;50;100;150","5.38;32.66;65.34;99.05","27.05;59.97;95.9;125.78"
"129109","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",YEBBA Wissam Amazigh,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,112.03,0.67,0.98,1.65,"11.29;56.49;106.37;156.15","0;50;100;150","5.02;29.06;57.53;86.49","26.38;54.76;83.71;112.03"
"1291090","200 4 Nages Series CHPTS DU CANADA 2015",MATHIEU Geoffroy,m,CHPTS DU CANADA 2015,"2015-08","200","4 Nages",Series,133.71,0.7,0.94,1.64,"15;60.41;108.88;158.52","0;50;100;150","6.66;34.7;67.62;107.46","27.97;61.12;101.95;133.71"
"1291091","200 Papillon Finale CHPTS DU CANADA 2015",WISHAUPT Camille,f,CHPTS DU CANADA 2015,"2015-08","200",Papillon,Finale,134.72,0.7,0.98,1.68,"11.58;56.74;107.42;155.6","0;50;100;150","5.82;34.18;68.74;102.7","29.92;64.22;98.87;134.72"
"1291093","200 Papillon Finale CHPTS DU CANADA 2015",MARSAU Matthias,m,CHPTS DU CANADA 2015,"2015-08","200",Papillon,Finale,120.86,0.7,1.06,1.76,"13.58;58.31;107.57;158.14","0;50;100;150","6.14;32.42;62.74;94.66","27.4;58.09;89.43;120.86"
"1291094","200 4 Nages Finale CHPTS DU CANADA 2015",LAURE Guillaume,m,CHPTS DU CANADA 2015,"2015-08","200","4 Nages",Finale,124.6,0.7,1.06,1.76,"12.52;59.34;107.96;155.96","0;50;100;150","5.66;32.98;65.42;99.26","27.13;60.02;95.57;124.6"
"12911","400 Nage Libre Finale CF 2018 SAINT RAPHAEL",YEBBA Wissam Amazigh,m,CF 2018 SAINT RAPHAEL,"2018-05","400",Nage Libre,Finale,238.41,0.68,1.0,1.6800000000000002,"11.39;56.17;106.82;156.29;206.7;256.36;306.21;356.01","0;50;100;150;200;250;300;350","5.05;30.08;59.82;89.65;120.39;150.62;181.23;211.3","27.37;57;86.97;117.55;147.92;178.5;208.78;238.41"
"129110","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",SAGNES Hugo,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,110.95,0.63,1.09,1.7200000000000002,"11.61;55.92;105.12;155.48","0;50;100;150","5.13;28.74;56.26;84.99","26.27;54.28;82.96;110.95"
"129111","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",GROSJEAN Hugo,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,111.05,0.62,0.86,1.48,"11.12;55.46;106.57;155.68","0;50;100;150","4.81;28.37;56.99;85.29","25.92;54.3;82.94;111.05"
"129112","200 Brasse Finale CF 2018 SAINT RAPHAEL",CUCUMEL Romy,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,155.13,0.76,0.94,1.7,"11.58;58.77;108.53;157.98","0;50;100;150","6.22;41.02;80.93;120.95","35.22;75.1;115.52;155.13"
"129113","200 Brasse Finale CF 2018 SAINT RAPHAEL",MALLET Camille,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,157.34,0.68,0.96,1.6400000000000001,"10.28;58.09;107.62;157.55","0;50;100;150","5.72;41.03;81.1;121.45","35.46;75.78;116.26;157.34"
"129114","200 Brasse Finale CF 2018 SAINT RAPHAEL",ONOLFO Emma,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,157.39,0.66,0.94,1.6,"10.25;58.96;108.35;157.94","0;50;100;150","5.8;42.15;82.63;122.35","35.87;76.63;116.83;157.39"
"129115","200 Brasse Finale CF 2018 SAINT RAPHAEL",FROUIN Meghan,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,157.45,0.68,1.07,1.75,"12.67;58.69;108.68;158.71","0;50;100;150","6.92;42.1;82.41;122.89","35.87;76.28;116.76;157.45"
"129116","200 Brasse Finale CF 2018 SAINT RAPHAEL",BLANCHETIERE Adele,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,159.16,0.78,1.02,1.8,"11.45;58.31;107.58;157.46","0;50;100;150","6.57;41.36;81.32;122.91","35.64;76.17;117.85;159.16"
"129117","200 Brasse Finale CF 2018 SAINT RAPHAEL",BASSO-BERT Clara,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,152.95,0.75,0.99,1.74,"10.6;58.91;108.83;158.41","0;50;100;150","6.09;40.81;79.8;118.68","34.58;73.52;112.51;152.95"
"129118","200 Brasse Finale CF 2018 SAINT RAPHAEL",SIMON Charlotte,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,155.92,0.74,1.09,1.83,"14.08;59.77;109.6;159.5","0;50;100;150","7.48;42.01;81.45;121.92","35.25;74.6;115.32;155.92"
"129119","200 Brasse Finale CF 2018 SAINT RAPHAEL",HERVE Nolwenn,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,154.8,0.72,0.96,1.68,"12.95;59.43;108.9;158.56","0;50;100;150","6.89;40.87;80.38;120.62","34.59;74.35;114.78;154.8"
"12912","400 Nage Libre Finale CF 2018 SAINT RAPHAEL",CHEDRU Sebastien,m,CF 2018 SAINT RAPHAEL,"2018-05","400",Nage Libre,Finale,240.1,0.71,1.01,1.72,"8.25;55.79;105.89;155.95;206.15;255.79;306.26;355.6","0;50;100;150;200;250;300;350","3.84;30.64;60.9;91.3;122.09;152.3;183.15;213.2","28.14;58.31;88.75;119.34;149.82;180.45;210.75;240.1"
"129120","200 Dos Finale CF 2018 SAINT RAPHAEL",TOMAC Mewen,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,121.27,0.57,0.73,1.2999999999999998,"14.55;59.64;109.24;159.41","0;50;100;150","6.76;32.62;62.97;94.21","27.96;58.45;89.64;121.27"
"129121","200 Dos Finale CF 2018 SAINT RAPHAEL",MUSART Adrien,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,122.46,0.58,0.71,1.29,"12.88;58.03;107.44;157.24","0;50;100;150","6.2;32.45;63.52;94.72","28.9;60.22;91.51;122.46"
"129122","200 Dos Finale CF 2018 SAINT RAPHAEL",BEDEL Paul Gabriel,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,119.53,0.59,0.73,1.3199999999999998,"15.19;60.95;110.32;159.27","0;50;100;150","6.65;33.2;63.28;93.85","27.81;58.11;89.32;119.53"
"129123","200 Dos Finale CF 2018 SAINT RAPHAEL",ORANGE Maxence,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,118.96,0.67,0.8,1.4700000000000002,"14.18;60.17;110.56;160.7","0;50;100;150","6.38;32.97;63.66;94.32","28.02;58.41;89;118.96"
"129124","200 Dos Finale CF 2018 SAINT RAPHAEL",MATHIEU Geoffroy,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,118.84,0.63,0.7,1.33,"13.88;59.88;109.62;158.74","0;50;100;150","6.47;33;63.43;93.56","28.26;58.77;89.48;118.84"
"129125","200 Dos Finale CF 2018 SAINT RAPHAEL",NDOYE-BROUARD Yohann,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,122.46,0.67,0.79,1.46,"14.44;57.73;107.42;156.8","0;50;100;150","6.91;32.75;64.36;94.9","29.26;61.03;91.51;122.46"
"129126","200 Dos Finale CF 2018 SAINT RAPHAEL",CHATTI Souhaiel,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,121.85,0.63,0.79,1.42,"14.22;58.7;111.02;159.61","0;50;100;150","6.74;32.57;65.16;95.48","28.46;59.41;90.46;121.85"
"129127","200 Dos Finale CF 2018 SAINT RAPHAEL",BRUN Christophe,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,120.88,0.74,0.8,1.54,"14.68;59.96;109.12;157.02","0;50;100;150","7.44;33.34;63.63;93.76","28.38;59.02;90.38;120.88"
"129128","50 Brasse Series CF 2018 SAINT RAPHAEL",DEBERGHES Fanny,f,CF 2018 SAINT RAPHAEL,"2018-05","50",Brasse,Series,31.79,0.68,1.03,1.71,"11.7","0","6.07","31.79"
"129129","50 Brasse Series CF 2018 SAINT RAPHAEL",GALLEGO Solene,f,CF 2018 SAINT RAPHAEL,"2018-05","50",Brasse,Series,32.52,0.64,1.0,1.6400000000000001,"12.08","0","6.4","32.52"
"129130","50 Brasse Series CF 2018 SAINT RAPHAEL",KITCHING Carmella,f,CF 2018 SAINT RAPHAEL,"2018-05","50",Brasse,Series,32.59,0.73,0.96,1.69,"10.05","0","5.28","32.59"
"129131","50 Brasse Series CF 2018 SAINT RAPHAEL",LE HENAFF Laurie,f,CF 2018 SAINT RAPHAEL,"2018-05","50",Brasse,Series,32.74,0.75,1.0,1.75,"10.59","0","5.84","32.74"
"129132","50 Brasse Series CF 2018 SAINT RAPHAEL",MALLET Camille,f,CF 2018 SAINT RAPHAEL,"2018-05","50",Brasse,Series,32.78,0.67,0.89,1.56,"9.57","0","5.13","32.78"
"129133","100 Papillon Finale CF 2018 SAINT RAPHAEL",COELHO Jordan,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Papillon,Finale,54.1,0.64,1.0,1.6400000000000001,"15.31;62.23","0;50","6.13;32.03","25.37;54.1"
"129134","100 Papillon Finale CF 2018 SAINT RAPHAEL",ROCH Nans,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Papillon,Finale,53.26,0.64,0.99,1.63,"14.39;64.63","0;50","5.62;32.81","24.99;53.26"
"129135","100 Papillon Finale CF 2018 SAINT RAPHAEL",ATSU Jonathan,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Papillon,Finale,53.45,0.67,1.04,1.71,"13.92;60.93","0;50","5.68;30.78","25;53.45"
"129136","100 Papillon Finale CF 2018 SAINT RAPHAEL",METELLA Mehdy,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Papillon,Finale,51.92,0.67,1.07,1.7400000000000002,"15.53;65.43","0;50","6.15;32.35","24.43;51.92"
"12913608","200 Papillon Series OPEN DE FRANCE CHARTRES 2018",ROCH Nans,m,OPEN DE FRANCE CHARTRES 2018,"2018-07","200",Papillon,Series,121.54,0.63,0.95,1.58,"13.83;62.22;111.67;161.73","0;50;100;150","5.78;34.04;65.12;97.11","26.89;58.12;90.2;121.54"
"12913609","100 Nage Libre Series OPEN DE FRANCE CHARTRES 2018",BOURELLY Lorys,m,OPEN DE FRANCE CHARTRES 2018,"2018-07","100",Nage Libre,Series,50.89,0.64,1.0,1.6400000000000001,"9.68;55.98","0;50","4.11;26.97","24.67;50.89"
"12913610","100 Nage Libre Series OPEN DE FRANCE CHARTRES 2018",DERACHE Alexandre,m,OPEN DE FRANCE CHARTRES 2018,"2018-07","100",Nage Libre,Series,50.54,0.64,1.0,1.6400000000000001,"13.26;58.69","0;50","5.48;27.99","24.32;50.54"
"12913611","100 Nage Libre Series OPEN DE FRANCE CHARTRES 2018",POTHAIN Jordan,m,OPEN DE FRANCE CHARTRES 2018,"2018-07","100",Nage Libre,Series,50.62,0.66,0.96,1.62,"11.61;57.81","0;50","4.76;27.47","24.25;50.62"
"12913612","100 Nage Libre Series OPEN DE FRANCE CHARTRES 2018",STRAVIUS Jeremy,m,OPEN DE FRANCE CHARTRES 2018,"2018-07","100",Nage Libre,Series,50.49,0.67,0.98,1.65,"15.34;62.27","0;50","5.91;29.83","24.18;50.49"
"12913613","100 Nage Libre Series OPEN DE FRANCE CHARTRES 2018",METELLA Mehdy,m,OPEN DE FRANCE CHARTRES 2018,"2018-07","100",Nage Libre,Series,49.74,0.62,1.0,1.62,"15.73;60.62","0;50","6.03;28.31","23.86;49.74"
"12913614","100 Nage Libre Series OPEN DE FRANCE CHARTRES 2018",ATSU Jonathan,m,OPEN DE FRANCE CHARTRES 2018,"2018-07","100",Nage Libre,Series,51.44,0.68,1.0,1.6800000000000002,"11.52;57.61","0;50","4.8;28.22","25.11;51.44"
"12913615","100 Nage Libre Series OPEN DE FRANCE CHARTRES 2018",GROUSSET Maxime,m,OPEN DE FRANCE CHARTRES 2018,"2018-07","100",Nage Libre,Series,50.15,0.62,0.95,1.5699999999999998,"12.18;58.25","0;50","4.93;27.67","24.46;50.15"
"12913616","100 Nage Libre Series OPEN DE FRANCE CHARTRES 2018",RIHOUX Charles,m,OPEN DE FRANCE CHARTRES 2018,"2018-07","100",Nage Libre,Series,51.13,0.64,1.0,1.6400000000000001,"12.01;58.04","0;50","4.91;28.19","24.83;51.13"
"12913617","100 Dos Series OPEN DE FRANCE CHARTRES 2018",MATHIEU Geoffroy,m,OPEN DE FRANCE CHARTRES 2018,"2018-07","100",Dos,Series,57.78,0.65,0.72,1.37,"15.05;60.43","0;50","6.97;33.42","28.43;57.78"
